employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP152868,David,Mccormick,david.mccormick@company.com,001-434-535-7595,Support,Technical Support Specialist,2024-07-02,282,71939.56,4.72,Active,1977-10-29,47126 Morris Estates Suite 785,Seattle,WA,55106,USA,M,Professional,72.24,2024-11-10,Entry,22,5,Hybrid,Day,(307)275-4570,631-89-9357,SLRN33816712473627
EMP949153,Valerie,Mclaughlin,valerie.mclaughlin@company.com,(366)743-5583x59358,Security,Cybersecurity Analyst,2025-04-05,5,59756.24,4.29,Inactive,1965-07-09,855 Shannon Spring,Springfield,MA,21650,USA,F,Professional,78.24,2025-04-07,Entry,15,10,Hybrid,Day,+1-992-683-3620x0778,887-74-4876,OJEI86547843552349
EMP250937,James,Lopez,james.lopez@company.com,411-283-0834,IT,Systems Administrator,2021-10-11,1277,67501.5,6.52,Active,1959-08-04,7903 Smith Trace,Albany,NY,60681,USA,M,Master,60.86,2022-12-31,Senior,17,4,Remote,Day,(351)715-7772x56224,576-88-9674,EQAN28347352078232
EMP136117,Stephanie,Perez,stephanie.perez@company.com,561-706-4531x40597,Legal,Paralegal,2020-05-15,1791,106910.85,5.35,Leave,1960-06-06,43381 Pamela Crest,Worcester,MA,28944,USA,F,Professional,75.5,2021-06-22,Senior,17,6,Hybrid,Day,229-588-5953x3006,596-14-4524,LCOR58453167468774
EMP115608,Calvin,Martinez,calvin.martinez@company.com,254-258-9104x589,R&D,Innovation Manager,2022-03-12,1125,30000.0,4.23,Active,1977-11-12,15182 Ian Port,Boston,MA,40674,USA,M,High School,76.48,2022-12-06,Senior,20,5,Remote,Night,(248)436-1753,757-31-9796,FJDL37844417944342
EMP259781,Daniel,Wyatt,daniel.wyatt@company.com,+1-994-788-6679x606,Support,Help Desk Technician,2022-05-30,1046,51396.36,6.82,Active,1980-01-02,5331 Maria Haven,Houston,TX,90711,USA,M,Professional,64.14,2022-06-25,Senior,11,4,Office,Day,304.379.4775x7138,191-49-9558,YZNO82199784615018
EMP432397,Matthew,Underwood,matthew.underwood@company.com,+1-735-282-8411,HHRR,HR Manager,2022-09-11,942,55031.85,5.98,Leave,1969-07-14,4874 Williams Islands,Albany,NY,98543,USA,M,Professional,63.39,2022-09-27,Senior,15,4,Office,Day,+1-954-985-2018x3549,842-02-4367,UQGH86203046937762
EMP394834,Joseph,Hodge,joseph.hodge@company.com,488-975-5344,Development,Software Engineer,2021-03-22,1480,64403.29,4.45,Active,2005-11-20,934 Rush Street Apt. 125,Houston,TX,40437,USA,M,Professional,54.86,2022-07-28,Senior,11,3,Office,Day,896-390-1445x5795,878-16-9063,EISX12198562754630
EMP525515,Mark,Newman,mark.newman@company.com,288.824.5411,Logistics,Logistics Manager,2023-07-21,629,45766.71,2.97,Active,1994-07-01,0763 Julie Lane,Orlando,FL,39177,USA,M,Professional,87.93,2023-12-21,Mid,9,3,Remote,Day,561.418.6804x8879,896-12-7360,OBDI61715791453899
EMP979611,Jose,Richmond,jose.richmond@company.com,5918511450,HHRR,HR Manager,2021-05-31,1410,122816.69,6.01,Active,1977-03-01,63228 Jennifer Hills Suite 053,Miami,FL,78776,USA,M,Professional,94.61,2022-04-06,Senior,11,5,Office,Night,677.541.8258,662-65-0581,CMPT99306515721773
EMP317064,Kelsey,House,kelsey.house@company.com,492.450.4665x9125,HHRR,Payroll Coordinator,2020-11-26,1596,55764.93,9.98,Active,1998-10-30,724 Curtis Alley Apt. 559,Jacksonville,FL,97158,USA,F,High School,68.6,2022-03-16,Senior,9,9,Remote,Day,+1-482-394-6808x36195,232-01-0001,EVVQ57962711989118
EMP251477,Megan,Lynch,megan.lynch@company.com,951.626.0417x26456,Research,Data Scientist,2024-02-29,406,30000.0,6.96,Active,1965-03-02,708 Arthur Mission Apt. 501,Boston,MA,10321,USA,Other,High School,82.6,2024-04-02,Mid,13,8,Office,Day,762-391-2589x29402,494-86-8114,FUAN50054097884647
EMP906554,Carlos,Cobb,carlos.cobb@company.com,956-479-0051x8090,R&D,Product Development Engineer,2021-08-14,1335,200000.0,6.2,Active,1987-10-11,1982 Jessica Crossroad,San Antonio,TX,45620,USA,M,Professional,85.93,2023-11-03,Senior,14,4,Office,Day,(717)459-0321,846-02-6108,MJCD41537538713172
EMP877855,Amanda,Thornton,amanda.thornton@company.com,+1-401-636-1089x869,Support,Technical Support Specialist,2021-11-01,1256,77150.2,5.93,Active,1972-12-07,179 Ryan Motorway Suite 017,Orlando,FL,92743,USA,F,Master,66.03,2022-06-28,Senior,11,6,Office,Night,(606)478-6155x9200,190-11-0029,COCC71822860119673
EMP250392,Troy,Ortiz,troy.ortiz@company.com,(822)913-4270,Customer Service,Customer Success Manager,2021-08-23,1326,50202.9,5.18,Active,1964-11-17,48323 Vazquez Springs,Savannah,GA,25292,USA,Other,High School,79.57,2023-04-25,Senior,18,6,Hybrid,Night,001-708-259-8353x3201,645-32-3449,XZJG65465090940462
EMP727639,Andre,Myers,andre.myers@company.com,(925)632-5138x9339,Design,Creative Director,2024-05-08,337,30000.0,4.21,Active,2002-09-21,109 Barbara Harbor,Dallas,TX,77458,USA,M,Professional,66.42,2024-05-11,Entry,12,7,Office,Day,+1-790-335-6024x43501,352-06-9954,EGLD94970994131021
EMP877523,Travis,Duffy,travis.duffy@company.com,222.317.6155x16121,Customer Service,Customer Service Representative,2023-03-20,752,93560.4,5.13,Inactive,1959-05-27,473 Jacob Inlet Suite 536,Spokane,WA,98327,USA,M,High School,62.6,2024-01-22,Senior,10,3,Office,Flexible,432.340.6510,892-63-8275,QMZL47398764344017
EMP657307,Kristin,Kirby,kristin.kirby@company.com,+1-726-933-2352,Procurement,Vendor Manager,2022-07-12,1003,101810.46,7.21,Active,1988-01-07,54047 Samantha Circles,Houston,TX,45315,USA,F,Professional,89.55,2023-08-26,Senior,22,13,Hybrid,Day,(748)271-8492x2994,820-33-5689,FTAJ41856136686659
EMP685117,Nicholas,Foster,nicholas.foster@company.com,521.208.6219,R&D,Innovation Manager,2021-02-01,1529,47499.59,6.45,Active,1963-05-19,6432 Audrey Landing Apt. 713,San Antonio,TX,34569,USA,M,High School,76.47,2021-07-04,Senior,18,5,Hybrid,Night,558.776.2420,624-21-2865,ASBS58943423124129
EMP545837,James,Murphy,james.murphy@company.com,(883)735-8409x934,Development,Mobile App Developer,2021-09-28,1290,100886.78,4.27,Leave,2001-04-21,420 Brenda Mews,Tacoma,WA,42517,USA,M,Professional,63.28,2021-12-06,Senior,16,5,Remote,Day,+1-630-829-7747x49607,413-43-1567,PGEW44471817416749
EMP968720,Jose,Adams,jose.adams@company.com,+1-599-303-9837x33810,Procurement,Procurement Manager,2023-04-30,711,39087.6,8.06,Active,1961-08-11,658 Roger Turnpike,Worcester,MA,12061,USA,M,Professional,66.72,2023-05-22,Mid,15,3,Office,Day,001-957-255-0134x92107,390-36-3596,RUDZ28689445800331
EMP621996,Joshua,Hayes,joshua.hayes@company.com,241.530.5168,HHRR,Payroll Coordinator,2024-07-06,278,104920.99,3.45,Active,1966-04-04,849 Daniel Common Apt. 306,Jacksonville,FL,36862,USA,M,PhD,67.68,2024-07-22,Entry,16,1,Office,Day,451-517-0453,316-06-0393,LMAB92300496403890
EMP498805,Kevin,Lawrence,kevin.lawrence@company.com,740.728.5133,Design,Industrial Designer,2022-02-02,1163,40460.92,7.21,Active,1972-12-09,9892 Samantha Inlet Suite 793,Houston,TX,94266,USA,M,Master,71.66,2022-09-04,Senior,26,4,Hybrid,Night,622.428.3628x9841,037-88-2560,FIMJ42761093688067
EMP645091,Lori,Hunter,lori.hunter@company.com,(730)254-7006,Operations,Logistics Specialist,2021-06-22,1388,34796.05,5.01,Active,1993-08-13,3619 Beck Way,Tacoma,WA,61563,USA,F,Professional,69.74,2023-08-24,Senior,14,4,Office,Flexible,579-465-4034x00147,023-94-4697,PVJY70684539200738
EMP528484,Tracy,Wagner,tracy.wagner@company.com,(716)473-0388,Training,Training Manager,2023-03-08,764,74328.81,6.13,Active,1976-11-27,6023 Rick Row Suite 948,Rockford,IL,71374,USA,F,Master,68.45,2023-10-17,Senior,9,3,Office,Day,2615338256,591-57-2397,LFKM54176596362765
EMP577604,Samantha,Mitchell,samantha.mitchell@company.com,001-840-644-6214x59403,Operations,Production Supervisor,2022-02-07,1158,34933.39,6.59,Active,1973-12-14,20035 Hawkins Street Apt. 274,Dallas,TX,13087,USA,F,Professional,79.85,2022-09-04,Senior,15,5,Remote,Day,+1-530-553-2799,349-79-2871,KCYW75223223303752
EMP814748,Judy,Williams,judy.williams@company.com,374-407-4374,Logistics,Logistics Manager,2020-06-04,1771,50568.76,3.73,Active,2005-01-18,22545 Jackson Green,Tacoma,WA,01838,USA,F,Professional,76.03,2022-01-16,Senior,14,10,Office,Day,989.710.2797,469-77-3798,EFGN58156692344546
EMP869024,David,Simpson,david.simpson@company.com,879.908.6445x125,IT,Network Engineer,2022-05-23,1053,60244.98,5.6,Active,2004-06-10,9039 David Forge Suite 827,San Diego,CA,77739,USA,M,Professional,67.99,2022-09-12,Senior,23,1,Office,Day,+1-985-577-4502x7028,886-87-3217,VJOJ61656850451791
EMP675940,Heidi,Hernandez,heidi.hernandez@company.com,535.527.3740x008,HHRR,Recruitment Specialist,2023-01-06,825,65529.76,5.69,Active,1974-10-24,5998 Katherine Stravenue,Jacksonville,FL,74835,USA,Other,Professional,77.02,2023-08-22,Senior,15,5,Remote,Flexible,314.673.1390,300-38-6695,VUYO45299326477795
EMP915640,Heather,Oconnell,heather.oconnell@company.com,(345)377-6116x064,HHRR,Employee Relations Specialist,2021-03-10,1492,62527.13,3.34,Active,1978-10-11,865 Sara Grove Suite 892,Boston,MA,27184,USA,F,Professional,66.48,2022-01-06,Senior,8,6,Office,Day,2376925247,723-48-3639,TQXK25855347540883
EMP811616,Amy,Love,amy.love@company.com,(978)493-8409x4391,Training,Instructional Designer,2022-12-24,838,51958.11,6.09,Active,1975-08-25,31607 Marissa Inlet,Springfield,MA,37975,USA,F,Professional,75.75,2023-09-11,Senior,22,4,Office,Night,001-911-520-2606x6930,063-02-4178,FJMM20005208259935
EMP900219,Teresa,Ford,teresa.ford@company.com,507.524.7913,Finance,Budget Manager,2021-10-28,1260,43895.25,5.66,Active,1971-09-25,5653 Michelle Point,Seattle,WA,48960,USA,F,High School,84.32,2022-08-16,Senior,15,3,Office,Night,9146736538,270-65-3853,IFUC62311586698221
EMP392267,Melissa,Meadows,melissa.meadows@company.com,+1-437-702-5577,HHRR,Recruitment Specialist,2021-07-16,1364,46874.87,6.52,Active,1961-04-11,724 Bryant Tunnel Apt. 234,Boston,MA,82711,USA,Other,Professional,87.02,2021-10-17,Senior,12,2,Office,Day,+1-921-874-0734x8135,126-82-8681,AQCS17243319642214
EMP958128,Kristen,Salas,kristen.salas@company.com,859-782-5685,Operations,Operations Analyst,2023-09-23,565,46982.43,6.52,Leave,1983-11-05,063 Ortiz Fork Apt. 357,Augusta,GA,77695,USA,F,High School,76.56,2023-11-11,Mid,19,4,Hybrid,Day,219-820-0412x380,498-53-8819,SSID56238898548228
EMP663296,Leonard,Brewer,leonard.brewer@company.com,785.867.2201,Procurement,Supply Chain Analyst,2021-01-03,1558,100108.45,8.31,Active,1974-03-20,79003 Rios Springs,Augusta,GA,12710,USA,M,PhD,75.84,2021-10-31,Senior,18,3,Office,Day,+1-731-700-0070,115-41-3535,TBMT79592313382923
EMP768575,Justin,Perry,justin.perry@company.com,643-215-1226,Marketing,Digital Marketing Specialist,2024-12-23,108,63703.12,6.79,Active,1974-04-21,621 Rose Island,Spokane,WA,27016,USA,M,Master,72.37,2025-04-09,Entry,12,8,Office,Day,(886)398-4383,434-59-9969,VQWS77840462242511
EMP885141,Daniel,King,daniel.king@company.com,945-294-9529,Customer Service,Customer Success Manager,2021-01-06,1555,34405.95,4.82,Active,1971-02-05,2910 Tracy Keys,Orlando,FL,67366,USA,Other,Master,83.13,2023-06-15,Senior,7,6,Office,Day,690-992-1578x0622,743-27-0719,YUBF08255593890308
EMP939632,Matthew,Austin,matthew.austin@company.com,(674)722-0822,Procurement,Procurement Manager,2024-11-04,157,30000.0,8.0,Active,2001-06-21,80427 Terrell Roads,Boston,MA,03209,USA,M,Professional,65.17,2025-03-29,Entry,17,6,Office,Day,+1-888-774-6680x11658,392-85-3270,MEZD84344842020564
EMP437916,Joseph,Shaw,joseph.shaw@company.com,513-883-9067x2299,Quality,Quality Control Inspector,2023-08-07,612,46927.37,8.35,Active,1995-07-09,926 Garrett Fork,Los Angeles,CA,34951,USA,M,High School,90.32,2023-09-02,Mid,14,6,Office,Night,375.666.4135x526,503-61-7574,PBMB16229695842264
EMP781927,Gabriel,Turner,gabriel.turner@company.com,+1-224-233-1816,Development,Web Developer,2022-08-27,957,41617.69,6.39,Active,1993-01-06,493 Suarez Parkways,Boston,MA,87625,USA,M,Professional,61.09,2022-12-24,Senior,13,8,Office,Day,4755643040,002-88-2101,JGGT63784008265731
EMP832624,Kristen,Singh,kristen.singh@company.com,(306)734-7017x137,Legal,Compliance Officer,2020-06-16,1759,39516.17,5.7,Active,1968-03-12,74104 Donna Prairie,Tacoma,WA,12901,USA,F,High School,75.22,2023-04-02,Senior,12,7,Remote,Day,+1-971-687-0632x959,169-08-9530,IUUL04889031782021
EMP647762,Andrew,Ashley,andrew.ashley@company.com,+1-546-644-4578x36405,Quality,Process Improvement Specialist,2023-05-29,682,70449.33,4.75,Active,1992-06-06,964 Joshua Summit,Augusta,GA,04396,USA,M,Professional,69.24,2023-06-22,Mid,12,5,Office,Night,313-555-1617,141-41-4678,CRQU23881369524784
EMP326162,Misty,Kim,misty.kim@company.com,+1-343-785-0405x73648,Training,Training Manager,2024-09-01,221,54962.04,5.56,Active,1961-05-03,675 Ricky Brook,Peoria,IL,17772,USA,F,High School,71.15,2024-12-10,Entry,8,4,Remote,Day,796.585.9389x8336,506-82-5535,CENR77102181141527
EMP414722,Gregory,Oneill,gregory.oneill@company.com,+1-888-802-0272x31561,Operations,Operations Analyst,2023-08-15,604,30181.02,4.32,Active,1981-01-20,711 Nancy Street,Allentown,PA,97992,USA,M,High School,74.52,2023-10-18,Mid,7,6,Remote,Night,4504829324,116-37-1189,ZHHS29214309592998
EMP361468,Kayla,Bryant,kayla.bryant@company.com,+1-721-264-7109x80648,Finance,Accounts Payable Clerk,2022-05-18,1058,53377.72,6.78,Inactive,1972-09-21,7289 Patricia Hills,Tacoma,WA,78281,USA,F,High School,75.17,2022-09-04,Senior,12,2,Office,Flexible,(523)255-0347x44010,877-30-4369,CGRP12168140972895
EMP683521,Thomas,Wallace,thomas.wallace@company.com,001-766-834-9730,Finance,Accounts Payable Clerk,2023-04-07,734,81707.55,1.41,Active,1981-10-13,46757 Robert Avenue,Augusta,GA,07710,USA,M,Master,71.25,2024-01-07,Senior,19,7,Remote,Night,(919)410-2019,343-28-8450,QDLB33008254914621
EMP198621,Paul,Wong,paul.wong@company.com,(529)744-3168,Finance,Accounts Payable Clerk,2023-07-03,647,34922.12,7.96,Active,1970-02-17,8471 Porter Square Suite 963,Jacksonville,FL,36505,USA,Other,High School,69.08,2023-11-03,Mid,18,4,Office,Night,386.262.0226,640-93-4750,VUCC05590471831730
EMP608319,Lisa,Cole,lisa.cole@company.com,+1-957-219-0109x97513,Security,Security Manager,2024-09-25,197,200000.0,10.17,Active,2006-02-13,50109 Hernandez Groves,Springfield,IL,49862,USA,F,Master,65.21,2025-01-28,Entry,15,5,Remote,Flexible,001-869-296-2941,779-56-8989,JDVX14894512066559
EMP386780,Jackie,Ramirez,jackie.ramirez@company.com,560-874-4241x17734,Design,UX/UI Designer,2021-02-07,1523,70880.08,6.13,Active,1988-01-21,0082 Brown Tunnel,Cincinnati,OH,82136,USA,Other,Master,66.64,2021-04-04,Senior,16,5,Remote,Night,760.437.6368x849,203-87-6729,QCTG42015718810747
EMP945160,Amanda,Brock,amanda.brock@company.com,749-407-1320,Finance,Accounts Payable Clerk,2022-05-02,1074,84127.35,3.38,Active,1996-07-29,847 Thomas Stravenue,Worcester,MA,15198,USA,F,Professional,72.81,2022-11-18,Senior,19,5,Office,Day,528-968-1253x5809,231-29-2283,YBHL33786761910769
EMP457914,Crystal,Davis,crystal.davis@company.com,(560)949-4987,R&D,Research Scientist,2024-02-26,409,30000.0,3.75,Active,2007-01-08,11320 Martinez Circles Apt. 472,Tacoma,WA,10094,USA,F,High School,90.52,2024-03-04,Mid,17,4,Office,Day,001-758-369-4102,773-25-3927,XABJ55863996029227
EMP437022,Heidi,Wallace,heidi.wallace@company.com,(246)593-5175x777,Finance,Financial Analyst,2021-03-25,1477,96283.12,7.29,Active,1998-01-09,45266 Moore Ford Apt. 409,San Antonio,TX,35145,USA,F,Master,68.13,2021-08-31,Senior,20,5,Hybrid,Day,516.541.4587x479,723-64-2451,VMDF45706407353204
EMP267662,Richard,Brooks,richard.brooks@company.com,+1-668-329-8210x3756,Logistics,Transportation Coordinator,2024-04-23,352,64239.7,5.39,Active,1984-07-02,850 Sampson Brooks,Austin,TX,18125,USA,M,Professional,64.41,2024-09-12,Entry,16,7,Office,Day,+1-788-733-2885x7705,894-97-0691,OKTK25169044865941
EMP220868,Brian,Nunez,brian.nunez@company.com,(879)334-8621x8340,Logistics,Warehouse Supervisor,2020-10-15,1638,60447.18,2.07,Active,1972-06-13,3777 Solis Plaza,Spokane,WA,97188,USA,Other,Professional,71.17,2021-06-09,Senior,11,4,Hybrid,Night,+1-881-944-7928x9983,416-30-9640,DHRI43646161615884
EMP536454,Jordan,Patterson,jordan.patterson@company.com,+1-454-303-8380x0713,Engineering,Mechanical Engineer,2020-08-05,1709,58478.7,6.16,Active,1989-06-20,668 Villarreal Forest,Rockford,IL,37344,USA,F,Professional,56.44,2023-09-19,Senior,13,6,Office,Day,503-315-1819x20387,089-97-7199,PPFQ76595716162395
EMP666854,Timothy,Harvey,timothy.harvey@company.com,886.369.2963,HHRR,Recruitment Specialist,2023-08-12,607,63452.17,6.99,Active,1971-03-23,6452 Jenkins Locks Apt. 645,Austin,TX,23628,USA,M,Professional,60.0,2023-11-16,Mid,14,6,Remote,Day,298-836-1794x73119,295-28-6104,OUNS89113700103978
EMP250617,Michelle,Harris,michelle.harris@company.com,(489)317-2261x0918,R&D,Research Scientist,2020-06-02,1773,30000.0,6.26,Active,1980-03-04,50988 Christopher Forest Apt. 291,Dallas,TX,24962,USA,F,High School,80.03,2023-02-24,Senior,15,4,Office,Night,455-525-9077,393-99-3577,FLTN45048122920795
EMP715378,Karen,Hopkins,karen.hopkins@company.com,365.287.4622x765,Procurement,Purchasing Agent,2023-09-26,562,55749.44,4.97,Inactive,1966-04-17,88141 Knox Route,Tacoma,WA,56658,USA,F,Professional,80.65,2023-11-24,Mid,9,6,Office,Day,+1-219-831-6520x84422,504-85-4075,TFQD71557103387389
EMP849615,Jeffrey,Harris,jeffrey.harris@company.com,(947)556-4924x57300,Quality,Quality Assurance Manager,2024-01-15,451,30000.0,4.84,Inactive,1962-04-16,2034 Rowe Drive,Spokane,WA,93778,USA,M,Professional,75.33,2024-03-12,Mid,18,6,Hybrid,Night,697.972.3077x4936,041-17-4112,KTSO65148827350958
EMP136813,Anna,Wood,anna.wood@company.com,+1-512-906-0657x91198,Support,Technical Support Specialist,2020-08-18,1696,30000.0,4.97,Active,1993-09-23,0320 Johnson Fall Suite 593,Rockford,IL,73884,USA,F,High School,87.68,2020-11-07,Senior,11,6,Remote,Night,+1-837-564-2908,612-40-1112,KGEG25565332455275
EMP460610,Angela,Collins,angela.collins@company.com,227-695-8391x25809,Finance,Tax Specialist,2022-12-27,835,61643.67,6.04,Active,1979-09-01,2866 Anthony Mountains Apt. 478,Chicago,IL,17332,USA,F,Professional,75.4,2023-10-19,Senior,17,9,Hybrid,Night,210-366-2178x909,430-96-3452,KVVV03086536555210
EMP953270,Sarah,Coffey,sarah.coffey@company.com,310-349-7486,Procurement,Purchasing Agent,2022-07-13,1002,32618.53,4.55,Active,2006-04-23,05367 Gina Cove,Houston,TX,98316,USA,F,Master,79.9,2023-03-14,Senior,16,1,Office,Flexible,9797589772,137-69-4356,CWTQ23791790016053
EMP859537,Tammy,Jackson,tammy.jackson@company.com,001-557-791-6866x8157,Logistics,Inventory Control Specialist,2021-10-07,1281,63698.5,0.0,Inactive,1980-03-07,66054 Miguel Extensions,Albany,NY,93544,USA,F,Professional,69.65,2024-02-20,Senior,11,5,Office,Night,775-968-8394,315-86-6422,ZHLA87678144417542
EMP322889,Michelle,Noble,michelle.noble@company.com,+1-550-975-0641x694,Design,UX/UI Designer,2021-05-10,1431,44944.35,3.09,Active,1981-11-07,5721 Coleman Plaza Apt. 634,Seattle,WA,14603,USA,F,High School,73.28,2024-02-02,Senior,7,4,Remote,Night,001-245-821-7252x72253,744-09-1352,BYPU88175005745059
EMP293878,Daniel,Garcia,daniel.garcia@company.com,791.943.7513x0304,Quality,Process Improvement Specialist,2022-10-14,909,63592.86,7.24,Inactive,1978-10-15,8737 Troy Ways,Springfield,IL,86987,USA,M,High School,83.24,2024-02-01,Senior,18,6,Hybrid,Day,001-251-469-8054x282,064-11-6919,MYZI01935748217977
EMP511113,Meagan,Gordon,meagan.gordon@company.com,(704)931-0902x7874,Research,Research Analyst,2024-08-13,240,101242.28,4.84,Active,1990-05-10,196 Denise Rue Apt. 150,Rockford,IL,80214,USA,F,Master,61.12,2024-10-20,Entry,17,7,Office,Day,893.742.5282,830-05-5094,YHER47120000377638
EMP953528,Lauren,Goodwin,lauren.goodwin@company.com,+1-532-508-4571x7802,Support,Technical Support Specialist,2024-07-11,273,66160.26,7.89,Active,1963-02-02,864 Jenkins Rapid,Tacoma,WA,90653,USA,F,Master,74.08,2024-09-29,Entry,11,5,Remote,Flexible,(796)933-0187x127,156-30-4343,MNFQ88008115773798
EMP327244,William,Johnson,william.johnson@company.com,512-342-3319,Customer Service,Call Center Supervisor,2023-03-22,750,200000.0,7.35,Active,2000-05-04,4116 Matthew Track,Austin,TX,74116,USA,M,Master,82.79,2023-11-09,Senior,13,7,Hybrid,Flexible,725.390.0371x3658,281-23-7202,VLSB31469688715507
EMP843568,Joe,Lopez,joe.lopez@company.com,965.970.7422x5328,IT,Systems Administrator,2021-01-18,1543,48120.18,5.06,Inactive,1982-01-23,9785 Heidi Inlet Apt. 485,Tacoma,WA,08604,USA,M,Professional,77.95,2024-04-05,Senior,14,5,Office,Day,001-900-553-0859x813,581-39-5389,DNXI10698284476918
EMP769589,Joshua,Rice,joshua.rice@company.com,2554242081,Engineering,Systems Engineer,2024-03-19,387,70921.91,5.88,Active,1997-01-23,0900 Amy Pine,Spokane,WA,88692,USA,M,Master,92.97,2024-03-31,Mid,11,6,Hybrid,Day,716.318.0373,120-17-8341,SEUW16550691210360
EMP159140,Megan,Wilson,megan.wilson@company.com,+1-933-254-6806x8246,IT,Systems Administrator,2022-01-09,1187,71755.21,4.71,Inactive,1966-04-12,2355 Hanna Groves,Tampa,FL,13182,USA,F,Master,84.81,2022-07-20,Senior,12,5,Office,Day,631-936-9365,024-12-7326,KCGQ15133318530175
